日期,契約名稱,身份別,多方交易口數,多方契約金額,空方交易口數,空方契約金額,多空淨額交易口數,多空淨額契約金額,多方未平倉口數,多方未平倉契約金額,空方未平倉口數,空方未平倉契約金額,多空淨額未平倉口數,多空淨額未平倉契約金額
2024/01/02,TX,外資,47732,170145520,48449,172680269,-717,-2534749,48357,172147870,65786,234194020,-17429,-62046150
2024/01/02,TE,投信,0,0,0,0,0,0,222,785258,0,0,222,785258
2024/01/02,TE,自營商,237,840909,320,1134246,-83,-293338,256,905509,411,1453781,-155,-548272
2024/01/02,TX,自營商,9555,34052898,9119,32493044,436,1559854,8514,30309181,7073,25167149,1441,5142032
2024/01/02,TX,投信,297,1057393,458,1630299,-161,-572906,21605,76913800,11576,41210560,10029,35703240
2024/01/02,TE,外資,801,2838326,771,2732713,30,105613,621,2196601,802,2836834,-181,-640233
2024/01/02,MTX,外資,70951,63232966,77749,69280207,-6798,-6047241,2666,2372875,7433,6615417,-4767,-4242542
2024/01/02,MTX,投信,4,3558,2,1780,2,1778,206,183340,14,12460,192,170880
2024/01/02,MTX,自營商,14994,13364097,16107,14348552,-1113,-984455,8110,7218111,7278,6468419,832,749692
2024/01/02,NQF,自營商,7,5936,1,851,6,5085,14,11911,35,29776,-21,-17865
2024/01/02,NQF,外資,721,613825,796,677459,-75,-63634,554,472953,214,182061,340,290892
2024/01/02,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/03,TX,投信,537,1884547,1755,6158867,-1218,-4274320,20764,72860876,11953,41943077,8811,30917799
2024/01/03,TE,投信,6,20887,19,66054,-13,-45168,209,726693,0,0,209,726693
2024/01/03,TX,外資,58026,204489716,63357,223331352,-5331,-18841636,45453,159492638,69488,243829744,-24035,-84337106
2024/01/03,MTX,投信,9,7908,0,0,9,7908,215,188609,14,12282,201,176327
2024/01/03,TE,自營商,266,929086,334,1165986,-68,-236899,189,657147,457,1588983,-268,-931836
2024/01/03,TE,外資,828,2888188,829,2892837,-1,-4649,574,1995798,770,2677290,-196,-681492
2024/01/03,MTX,外資,71801,63310976,86386,76174352,-14585,-12863376,1394,1222928,15625,13706963,-14231,-12484035
2024/01/03,TX,自營商,13803,48641206,14680,51700696,-877,-3059490,8386,29425911,7791,27326381,595,2099530
2024/01/03,MTX,自營商,21605,19040729,27098,23871887,-5493,-4831159,9191,8063210,13815,12108001,-4624,-4044791
2024/01/03,NQF,自營商,29,24301,25,20915,4,3386,19,15865,36,30060,-17,-14195
2024/01/04,TX,投信,385,1351382,433,1519258,-48,-167876,20484,71898840,11721,41140710,8763,30758130
2024/01/03,NQF,外資,1308,1097205,1891,1587088,-583,-489883,211,177411,454,379090,-243,-201679
2024/01/04,TX,自營商,6402,22459145,7938,27850863,-1536,-5391717,6904,24230686,7863,27582648,-959,-3351962
2024/01/03,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/04,TE,自營商,249,864996,303,1052232,-54,-187236,203,704804,526,1826262,-323,-1121458
2024/01/04,TX,外資,48994,171909131,45431,159400303,3563,12508828,44327,155582441,64797,227430188,-20470,-71847747
2024/01/04,TE,外資,610,2119634,524,1820759,86,298875,606,2104032,716,2485952,-110,-381920
2024/01/04,TE,投信,10,34708,0,0,10,34708,219,760368,0,0,219,760368
2024/01/04,MTX,自營商,9144,8017663,9533,8359211,-389,-341547,8215,7207861,13156,11530365,-4941,-4322504
2024/01/04,MTX,投信,0,0,4,3510,-4,-3510,211,185153,14,12285,197,172868
2024/01/04,MTX,外資,70569,61893477,61233,53705100,9336,8188377,4298,3771589,9201,8073720,-4903,-4302131
2024/01/04,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/04,NQF,外資,1155,960316,1648,1369690,-493,-409375,166,138609,902,746585,-736,-607976
2024/01/05,TX,投信,497,1741578,759,2659191,-262,-917613,19898,69714633,11397,39930529,8501,29784104
2024/01/04,NQF,自營商,47,39045,156,129550,-109,-90505,10,8277,136,112567,-126,-104290
2024/01/05,TX,自營商,9259,32500623,8174,28691632,1085,3808991,8027,28120058,7841,27457050,186,663008
2024/01/05,TX,外資,50697,178023797,49911,175252083,786,2771714,44663,156478285,64345,225431834,-19682,-68953549
2024/01/05,TE,自營商,239,830753,254,882132,-15,-51379,179,619718,520,1800340,-341,-1180622
2024/01/05,TE,外資,816,2834516,829,2879278,-13,-44761,545,1886899,668,2312750,-123,-425851
2024/01/05,TE,投信,0,0,17,58869,-17,-58869,202,699364,0,0,202,699364
2024/01/05,MTX,自營商,11583,10167171,10533,9243921,1050,923249,8612,7543185,12743,11149415,-4131,-3606230
2024/01/05,MTX,外資,67525,59287825,69130,60687967,-1605,-1400142,3217,2817840,9733,8525081,-6516,-5707241
2024/01/05,MTX,投信,0,0,4,3507,-4,-3507,207,181311,14,12263,193,169048
2024/01/05,NQF,自營商,34,28094,113,93317,-79,-65223,7,5757,212,174349,-205,-168592
2024/01/05,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/05,NQF,外資,1046,864485,1258,1039630,-212,-175146,114,94427,1062,873389,-948,-778962
2024/01/08,TX,自營商,11601,40838114,11596,40820560,5,17553,7895,27776311,7476,26288419,419,1487892
2024/01/08,TX,投信,309,1087916,90,316793,219,771123,20016,70436290,11296,39750624,8720,30685666
2024/01/08,TE,自營商,267,929308,225,782723,42,146585,195,678072,506,1759559,-311,-1081487
2024/01/08,TX,外資,64604,227310456,63713,224175011,891,3135445,47101,165742207,65892,231860043,-18791,-66117836
2024/01/08,TE,投信,0,0,17,59117,-17,-59117,185,643319,0,0,185,643319
2024/01/08,MTX,自營商,18193,16003684,17247,15164706,946,838979,7984,7022348,12081,10613073,-4097,-3590725
2024/01/08,TE,外資,953,3322199,895,3119508,58,202690,549,1909093,614,2135124,-65,-226031
2024/01/08,MTX,投信,41,36039,40,35183,1,856,207,182080,13,11437,194,170643
2024/01/08,MTX,外資,98264,86413061,96189,84590836,2075,1822226,4653,4093516,9094,8000105,-4441,-3906589
2024/01/08,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/08,NQF,外資,1575,1298079,1514,1246326,61,51753,101,83794,988,812531,-887,-728737
2024/01/09,TX,自營商,11891,41938756,11778,41515041,113,423714,7906,27738146,7382,25886034,524,1852112
2024/01/09,TX,投信,824,2893159,349,1226584,475,1666575,20487,71897064,11292,39628145,9195,32268919
2024/01/08,NQF,自營商,50,41268,105,86372,-55,-45103,7,5757,267,219581,-260,-213824
2024/01/09,TX,外資,58922,207705452,64391,227067920,-5469,-19362468,45273,158873348,69533,244003240,-24260,-85129892
2024/01/09,TE,自營商,288,1007421,323,1128221,-35,-120800,179,623771,522,1819146,-343,-1195375
2024/01/09,TE,投信,0,0,2,6969,-2,-6969,183,637755,0,0,183,637755
2024/01/09,TE,外資,995,3481557,1007,3524739,-12,-43182,541,1885385,618,2153730,-77,-268345
2024/01/09,MTX,自營商,21667,19110931,21766,19177894,-99,-66963,10108,8866146,14272,12504209,-4164,-3638063
2024/01/09,MTX,投信,17,14909,15,13162,2,1747,209,183328,13,11406,196,171922
2024/01/09,MTX,外資,93220,82190243,97541,85997623,-4321,-3807380,2767,2427627,11529,10114625,-8762,-7686998
2024/01/09,NQF,自營商,31,25852,33,27441,-2,-1588,7,5873,269,225704,-262,-219831
2024/01/09,NQF,外資,1727,1437706,973,808958,754,628748,239,201713,372,312127,-133,-110414
2024/01/10,TX,自營商,11495,40202155,12121,42388537,-626,-2186382,7788,27190621,7873,27472453,-85,-281832
2024/01/10,TX,投信,850,2968151,1616,5646060,-766,-2677909,19390,67709854,10961,38275812,8429,29434042
2024/01/09,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/10,TE,投信,0,0,5,17355,-5,-17355,178,617731,0,0,178,617731
2024/01/10,TX,外資,56070,196104598,56365,197132852,-295,-1028254,44597,155726160,69152,241466339,-24555,-85740179
2024/01/10,TE,自營商,218,757527,224,777662,-6,-20135,188,652396,538,1867047,-350,-1214651
2024/01/10,MTX,自營商,16067,14047092,18895,16516954,-2828,-2469862,10056,8777548,17168,14970110,-7112,-6192562
2024/01/10,TE,外資,690,2397694,733,2547365,-43,-149671,539,1870546,659,2286994,-120,-416448
2024/01/10,MTX,投信,0,0,2,1746,-2,-1746,209,182430,15,13095,194,169335
2024/01/10,MTX,外資,80630,70502718,82031,71726175,-1401,-1223457,3113,2717640,13254,11570484,-10141,-8852844
2024/01/10,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/10,NQF,自營商,70,58706,64,53728,6,4979,7,5887,263,221183,-256,-215296
2024/01/10,NQF,外資,1184,992637,1077,901936,107,90702,273,230942,299,251459,-26,-20517
2024/01/11,TX,投信,813,2856681,161,565747,652,2290934,20183,70923049,11102,39012428,9081,31910621
2024/01/11,TX,自營商,9506,33323564,8747,30668627,759,2654937,8346,29323922,7668,26929796,678,2394126
2024/01/11,TE,自營商,317,1106698,264,922011,53,184687,219,767154,517,1811115,-298,-1043961
2024/01/11,TX,外資,59080,207052276,59834,209683737,-754,-2631462,46322,162771296,71631,251702808,-25309,-88931512
2024/01/11,TE,投信,2,7007,2,7005,0,2,178,623570,0,0,178,623570
2024/01/11,MTX,投信,4,3514,0,0,4,3514,211,185355,13,11421,198,173934
2024/01/11,MTX,自營商,16094,14099604,13026,11408677,3068,2690928,9602,8433718,13662,11990980,-4060,-3557262
2024/01/11,TE,外資,1160,4050992,1151,4018904,9,32088,575,2014337,686,2403185,-111,-388848
2024/01/11,MTX,外資,83952,73538254,78217,68495670,5735,5042585,5979,5252474,10385,9123169,-4406,-3870695
2024/01/11,NQF,自營商,57,48283,40,33786,17,14497,7,5951,246,209125,-239,-203174
2024/01/11,NQF,外資,1170,988732,993,838562,177,150171,307,262321,156,132616,151,129705
2024/01/11,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/12,TX,自營商,11418,39960862,11078,38775346,340,1185516,8726,30513813,7441,26007586,1285,4506227
2024/01/12,TX,投信,357,1249741,934,3267239,-577,-2017498,19763,69118994,11259,39377002,8504,29741992
2024/01/12,TE,自營商,269,937548,215,749149,54,188399,225,783107,480,1670662,-255,-887555
2024/01/12,TX,外資,85249,298395191,86345,302205664,-1096,-3810474,45689,159776432,72093,252116626,-26404,-92340194
2024/01/12,TE,投信,0,0,5,17406,-5,-17406,173,602144,0,0,173,602144
2024/01/12,TE,外資,916,3191541,1067,3718255,-151,-526714,578,2011710,840,2923642,-262,-911932
2024/01/12,MTX,自營商,14397,12599058,17726,15508762,-3329,-2909704,7168,6265980,15625,13649387,-8457,-7383407
2024/01/12,MTX,投信,47,41110,46,40237,1,873,213,186210,14,12237,199,173973
2024/01/12,MTX,外資,98041,85780037,101343,88665247,-3302,-2885210,4537,3966782,12249,10709352,-7712,-6742570
2024/01/12,NQF,自營商,74,62435,68,57373,6,5062,20,16946,253,214367,-233,-197421
2024/01/12,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/12,NQF,外資,1948,1647964,2107,1781327,-159,-133362,236,201194,244,206741,-8,-5547
2024/01/15,TX,自營商,15924,55933290,16508,57980355,-584,-2047065,8619,30254052,7924,27803334,695,2450718
2024/01/15,TX,投信,15534,54661177,16573,58308377,-1039,-3647200,18285,64194978,10825,38004410,7460,26190568
2024/01/15,TX,外資,121557,426981220,116921,410693691,4636,16287529,48717,171033964,70485,247449653,-21768,-76415689
2024/01/15,TE,自營商,274,958899,321,1123565,-47,-164666,225,787269,527,1843916,-302,-1056647
2024/01/15,TE,外資,1372,4805921,1269,4444642,103,361279,612,2141206,771,2697505,-159,-556299
2024/01/15,TE,投信,134,469904,134,470127,0,-223,173,605220,0,0,173,605220
2024/01/15,MTX,自營商,24346,21373174,21376,18755000,2970,2618174,8228,7220233,13691,12005929,-5463,-4785696
2024/01/15,MTX,投信,66,57917,78,68455,-12,-10538,201,176418,14,12288,187,164130
2024/01/15,MTX,外資,110602,97044194,105408,92468396,5194,4575798,7920,6951391,10438,9161431,-2518,-2210040
2024/01/15,NQF,外資,1654,1403159,1546,1310854,108,92305,387,329941,287,243692,100,86249
2024/01/15,NQF,自營商,59,50006,40,33880,19,16126,17,14435,231,196142,-214,-181707
2024/01/16,TX,外資,92888,323289188,88383,307687780,4505,15601407,48205,167329518,65453,227147797,-17248,-59818279
2024/01/15,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/16,TX,自營商,16769,58373125,19385,67468938,-2616,-9095813,6233,21616378,7696,26693528,-1463,-5077150
2024/01/16,TX,投信,9506,33078713,13038,45316080,-3532,-12237367,14649,50863232,10721,37227235,3928,13635997
2024/01/16,TE,自營商,495,1722353,507,1763706,-12,-41353,219,760406,496,1722214,-277,-961808
2024/01/16,MTX,自營商,17482,15219285,20970,18254897,-3488,-3035612,7448,6456349,18231,15802847,-10783,-9346498
2024/01/16,MTX,外資,84508,73579110,86677,75472478,-2169,-1893368,7498,6499354,12245,10617182,-4747,-4117828
2024/01/16,MTX,投信,52,45140,45,39012,7,6128,211,183163,17,14758,194,168405
2024/01/16,TE,外資,1374,4778275,1296,4506786,78,271489,648,2249872,729,2531087,-81,-281215
2024/01/16,TE,投信,30,104218,30,104168,0,51,173,600627,0,0,173,600627
2024/01/16,NQF,自營商,14,11876,17,14390,-3,-2515,22,18574,239,201776,-217,-183202
2024/01/16,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/17,TX,自營商,23625,81608938,20082,69398439,3543,12210498,4654,16041065,6395,22034440,-1741,-5993375
2024/01/16,NQF,外資,457,387420,442,374809,15,12611,399,338322,284,239767,115,98555
2024/01/17,TX,投信,376,1296602,1512,5211054,-1136,-3914452,13684,47168748,10854,37413738,2830,9755010
2024/01/17,TE,自營商,470,1627915,460,1591734,10,36181,144,497837,266,919615,-122,-421778
2024/01/17,TX,外資,73441,254055420,76351,264151433,-2910,-10096012,37896,130627405,52428,180716355,-14532,-50088950
2024/01/17,TE,投信,9,31287,9,31235,0,52,173,598096,0,0,173,598096
2024/01/17,TE,外資,1172,4060422,1256,4353096,-84,-292674,545,1884174,690,2385468,-145,-501294
2024/01/17,MTX,投信,14,12080,6,5186,8,6893,221,190447,19,16373,202,174074
2024/01/17,MTX,自營商,25177,21743100,25170,21749689,7,-6589,2470,2128227,14565,12542054,-12095,-10413827
2024/01/17,MTX,外資,96539,83500934,108618,93945525,-12079,-10444592,960,827280,8716,7511002,-7756,-6683722
2024/01/17,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/17,NQF,自營商,89,75439,56,47419,33,28021,38,32116,222,187623,-184,-155507
2024/01/17,NQF,外資,1978,1674962,1524,1289797,454,385165,569,483308,0,0,569,483308
2024/01/18,TX,自營商,8028,27693288,8411,29016634,-383,-1323346,5170,17866864,7320,25289417,-2150,-7422553
2024/01/18,TX,外資,59815,206280772,58941,203260843,874,3019929,35651,123223337,49301,170398878,-13650,-47175541
2024/01/18,TX,投信,988,3415158,668,2306579,320,1108579,13600,47007040,10450,36119380,3150,10887660
2024/01/18,TE,外資,1025,3557628,934,3241005,91,316622,522,1813741,576,2001370,-54,-187629
2024/01/18,MTX,自營商,8560,7382024,9458,8154354,-898,-772330,2387,2061849,15276,13188555,-12889,-11126706
2024/01/18,TE,投信,1,3475,17,58936,-16,-55461,171,594157,14,48644,157,545513
2024/01/18,MTX,外資,88771,76543996,82107,70768515,6664,5775481,3449,2980266,4573,3951450,-1124,-971184
2024/01/18,MTX,投信,5,4321,4,3448,1,874,222,191830,19,16418,203,175412
2024/01/18,NQF,自營商,98,82355,86,72303,12,10052,38,32036,210,177041,-172,-145005
2024/01/18,TE,自營商,244,846074,228,790249,16,55825,144,500342,263,913820,-119,-413478
2024/01/19,TX,自營商,13158,46152660,11948,41902859,1210,4249801,5798,20486505,6762,23886648,-964,-3400143
2024/01/18,NQF,外資,1774,1491849,1712,1438484,62,53365,643,544316,12,10117,631,534199
2024/01/18,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/19,TX,投信,812,2869227,271,957058,541,1912169,13515,47772822,9824,34725875,3691,13046947
2024/01/19,TX,外資,90353,316490262,81594,285947579,8759,30542683,41546,146854714,44159,156083715,-2613,-9229001
2024/01/19,TE,投信,3,10730,0,0,3,10730,174,625565,14,50333,160,575232
2024/01/19,TE,自營商,355,1262908,392,1396177,-37,-133270,192,690278,348,1251130,-156,-560852
2024/01/19,MTX,投信,2,1767,0,0,2,1767,224,197949,19,16790,205,181159
2024/01/19,MTX,自營商,22308,19539150,16112,14125844,6196,5413306,7789,6877828,14386,12702196,-6597,-5824368
2024/01/19,TE,外資,1707,6075945,1404,5001980,303,1073966,736,2645992,487,1750862,249,895130
2024/01/19,MTX,外資,126577,110805511,102481,89747568,24096,21057943,14610,12910484,750,662739,13860,12247745
2024/01/19,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/19,NQF,外資,2484,2115117,2347,1998431,137,116686,774,665843,6,5146,768,660697
2024/01/19,NQF,自營商,88,74603,75,63951,13,10652,21,18012,180,154386,-159,-136374
2024/01/22,TX,外資,63657,226121713,67898,241153361,-4241,-15031648,37860,134892793,44714,159305198,-6854,-24412405
2024/01/22,TX,自營商,9586,34051259,7644,27156298,1942,6894961,7277,25918665,6456,22985909,821,2932756
2024/01/22,TE,投信,0,0,0,0,0,0,174,633290,14,50954,160,582336
2024/01/22,TX,投信,401,1427872,11,39186,390,1388686,13744,48969872,9663,34429269,4081,14540603
2024/01/22,TE,自營商,197,714287,246,892067,-49,-177780,143,520449,348,1266581,-205,-746132
2024/01/22,MTX,自營商,11153,9900611,11278,10015375,-125,-114764,7792,6935370,13886,12359627,-6094,-5424257
2024/01/22,MTX,外資,90526,80385350,97433,86485516,-6907,-6100165,10963,9764655,4010,3571924,6953,6192731
2024/01/22,TE,外資,976,3543386,988,3584937,-12,-41551,658,2394748,421,1532272,237,862476
2024/01/22,MTX,投信,41,36514,0,0,41,36514,263,234267,17,15143,246,219124
2024/01/22,NQF,外資,1781,1540456,2055,1780597,-274,-240141,540,476156,46,40372,494,435784
2024/01/22,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/23,TX,自營商,6509,23215020,8356,29805261,-1847,-6590241,5599,19997973,6762,24148172,-1163,-4150199
2024/01/23,TX,外資,55269,197113548,49862,177817052,5407,19296495,40947,146325644,42394,151487570,-1447,-5161926
2024/01/22,NQF,自營商,162,139704,93,81516,69,58188,70,61436,160,140424,-90,-78988
2024/01/23,TX,投信,12,42879,198,707533,-186,-664654,13655,48797508,9760,34878336,3895,13919172
2024/01/23,TE,自營商,192,698730,210,763615,-18,-64885,128,466195,355,1292975,-227,-826780
2024/01/23,TE,投信,0,0,0,0,0,0,174,633743,14,50991,160,582752
2024/01/23,MTX,自營商,11147,9937799,10645,9490858,502,446941,9262,8269060,14306,12771550,-5044,-4502490
2024/01/23,TE,外資,864,3143740,834,3034944,30,108796,592,2156089,325,1183709,267,972380
2024/01/23,MTX,外資,73858,65845341,67395,60070896,6463,5774446,15050,13444985,1634,1459802,13416,11985183
2024/01/23,MTX,投信,4,3563,36,32161,-32,-28598,231,206375,17,15188,214,191187
2024/01/23,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/23,NQF,外資,1005,880301,1386,1212990,-381,-332689,325,286527,212,185246,113,101281
2024/01/23,NQF,自營商,60,52512,63,55081,-3,-2569,60,52428,153,133691,-93,-81263
2024/01/24,TX,自營商,7154,25612790,7692,27547514,-538,-1934724,4760,17024636,6775,24231685,-2015,-7207049
2024/01/24,TE,自營商,114,415844,150,546605,-36,-130762,100,364194,368,1340228,-268,-976034
2024/01/24,TX,外資,45446,162743966,44482,159276337,964,3467630,39877,142724821,40360,144443336,-483,-1718515
2024/01/24,TE,投信,65,236826,0,0,65,236826,239,870438,14,50988,225,819450
2024/01/24,TX,投信,1,3580,669,2394495,-668,-2390916,12987,46483070,9760,34932992,3227,11550078
2024/01/24,TE,外資,718,2618042,662,2414006,56,204036,608,2214252,285,1037964,323,1176288
2024/01/24,MTX,外資,62942,56347590,62047,55535803,895,811787,15113,13522197,841,752518,14272,12769679
2024/01/24,MTX,投信,8,7165,0,0,8,7165,237,212068,15,13422,222,198646
2024/01/24,MTX,自營商,10099,9036458,10735,9606632,-636,-570174,8571,7662915,12609,11272877,-4038,-3609962
2024/01/24,NQF,自營商,53,46470,5,4399,48,42070,77,67775,122,107384,-45,-39609
2024/01/24,NQF,外資,1342,1174684,1187,1036998,155,137686,321,285220,53,46651,268,238569
2024/01/25,TX,自營商,8228,29595204,7912,28457741,316,1137464,4939,17764691,6740,24241023,-1801,-6476332
2024/01/24,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/25,TX,投信,158,568758,205,737865,-47,-169107,12782,46007531,9602,34561439,3180,11446092
2024/01/25,TX,外資,57962,208540991,54091,194616007,3871,13924984,43935,158136553,40547,145931209,3388,12205344
2024/01/25,TE,自營商,193,708620,248,910441,-55,-201821,114,419333,441,1622157,-327,-1202824
2024/01/25,TE,投信,15,55166,0,0,15,55166,240,882816,0,0,240,882816
2024/01/25,MTX,外資,84163,75694917,83926,75490656,237,204261,15747,14168820,1238,1113956,14509,13054864
2024/01/25,MTX,自營商,12059,10838897,8878,7979794,3181,2859103,9886,8888237,10335,9289854,-449,-401617
2024/01/25,MTX,投信,0,0,20,17998,-20,-17998,217,195267,15,13498,202,181769
2024/01/25,TE,外資,729,2676032,661,2427488,68,248544,672,2471819,281,1033626,391,1438193
2024/01/25,NQF,自營商,193,170760,231,204291,-38,-33530,49,43169,132,116292,-83,-73123
2024/01/26,TX,自營商,6213,22373239,7158,25770487,-945,-3397248,4702,16915143,7445,26781904,-2743,-9866761
2024/01/25,NQF,外資,1694,1497907,1721,1521855,-27,-23948,414,367410,173,152413,241,214997
2024/01/25,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/26,TX,投信,103,370799,182,655150,-79,-284351,12703,45728259,9602,34565280,3101,11162979
2024/01/26,TX,外資,50335,181304052,49305,177613007,1030,3691044,44162,158971591,39731,143010694,4431,15960897
2024/01/26,TE,投信,0,0,49,179372,-49,-179372,191,700053,0,0,191,700053
2024/01/26,TE,自營商,172,631488,197,723586,-25,-92098,73,267556,434,1590677,-361,-1323121
2024/01/26,MTX,自營商,9344,8407190,8867,7977159,477,430030,10389,9341997,10373,9325034,16,16963
2024/01/26,TE,外資,708,2599728,689,2529581,19,70147,705,2583902,295,1081230,410,1502672
2024/01/26,MTX,投信,0,0,0,0,0,0,217,195289,15,13499,202,181790
2024/01/26,MTX,外資,71279,64192656,70668,63652854,611,539802,15938,14342350,870,782884,15068,13559466
2024/01/26,NQF,自營商,58,51131,218,191890,-160,-140759,14,12270,257,225235,-243,-212965
2024/01/26,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/29,TX,投信,463,1678421,533,1931502,-70,-253081,12222,44299861,9191,33313699,3031,10986162
2024/01/29,TX,自營商,7859,28384087,7163,25873736,696,2510352,5511,19961148,7520,27236960,-2009,-7275812
2024/01/29,TE,自營商,158,581176,149,547885,9,33291,127,469507,478,1767160,-351,-1297653
2024/01/29,TX,外資,49101,177267923,50157,181107319,-1056,-3839397,45172,163726695,41797,151482693,3375,12244002
2024/01/26,NQF,外資,1490,1315759,1605,1415488,-115,-99729,433,382278,307,269055,126,113223
2024/01/29,TE,投信,0,0,0,0,0,0,191,706127,0,0,191,706127
2024/01/29,MTX,自營商,12938,11673587,10856,9797280,2082,1876307,13545,12262047,11599,10501549,1946,1760498
2024/01/29,TE,外資,653,2403954,607,2233908,46,170047,701,2591501,245,905759,456,1685742
2024/01/29,MTX,投信,62,56099,63,57074,-1,-974,216,195657,15,13592,201,182065
2024/01/29,MTX,外資,74289,67044304,69690,62885599,4599,4158705,20671,18729503,1004,909723,19667,17819780
2024/01/29,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/01/29,NQF,自營商,66,57907,59,51742,7,6165,14,12279,250,219263,-236,-206984
2024/01/29,NQF,外資,1638,1438094,1687,1480378,-49,-42285,257,227843,180,157869,77,69974
2024/01/30,TX,自營商,6995,25318593,6869,24862827,126,455766,5261,19010699,7105,25672922,-1844,-6662223
2024/01/30,TX,投信,173,626269,49,177203,124,449066,12328,44580514,9173,33171403,3155,11409111
2024/01/30,TE,自營商,224,827953,157,579878,67,248075,164,605742,453,1673196,-289,-1067454
2024/01/30,TE,投信,0,0,0,0,0,0,191,705478,0,0,191,705478
2024/01/30,TX,外資,45104,163301773,47606,172354290,-2502,-9052517,42133,152357587,41259,149185098,874,3172489
